Factor	Estimate	SD	Pvalue	Taxa	FDR
dum_predyes	-0.337933083094306	0.085336665009747	7.75317121140578e-05	PWY.5690..TCA.cycle.II..plants.and.fungi.	0.000607748582055356
dum_predyes	0.162696768144805	0.0235516852624022	6.49457715212783e-12	PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation	3.20568269118309e-10
dum_predyes	-0.49599555638269	0.0873571661977759	1.62953377591217e-08	PWY.5941..glycogen.degradation.II..eukaryotic.	3.87044902113275e-07
dum_predyes	0.106154292705602	0.0298423848677123	0.000383213166007621	PWY.5973..cis.vaccenate.biosynthesis	0.00244066611172999
dum_predyes	-0.0641020251091201	0.025301629028258	0.0113649589578631	PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I	0.0450463053298487
dum_predyes	-0.0879278306248625	0.0258241601253791	0.000674449539287816	PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	0.00401997376341549
dum_predyes	-0.123928332955335	0.0261341538001962	2.25880810799661e-06	PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate	2.58216757566069e-05
dum_predyes	0.101163845424565	0.0405449452543712	0.0126685388695084	PWY.6168..flavin.biosynthesis.III..fungi.	0.0489905088225048
dum_predyes	-0.0879278306248625	0.0258241601253791	0.000674449539287816	PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	0.00401997376341549
dum_predyes	-0.283713491139097	0.0925592929318061	0.00221254900843548	PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.	0.0112551406081283
dum_predyes	-0.322253648959473	0.114619571336834	0.00506682992607415	PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.	0.0223237318500254
dum_predyes	-0.0973774117693223	0.0398992996686336	0.0147461340320124	PWY.6317..galactose.degradation.I..Leloir.pathway.	0.0549976828891701
dum_predyes	-0.304140039664694	0.11630072956151	0.00907145567350834	PWY.6549..L.glutamine.biosynthesis.III	0.037313448532048
dum_predyes	-0.276617673056144	0.086789817985975	0.00146829584288488	PWY.6588..pyruvate.fermentation.to.acetone	0.00787495172779853
dum_predyes	0.0966841211271112	0.0410235129902447	0.0185249460271217	PWY.6700..queuosine.biosynthesis	0.0661246378527427
dum_predyes	0.116708004216025	0.0410982930587003	0.00455880695975789	PWY.6703..preQ0.biosynthesis	0.0205146313189105
dum_predyes	0.0734193908101756	0.0318639781720545	0.0213117220127996	PWY.6897..thiamin.salvage.II	0.0734975216576788
dum_predyes	-0.361454115108447	0.076708033071772	2.61339269575267e-06	PWY.6936..seleno.amino.acid.biosynthesis	2.87655314490686e-05
dum_predyes	-0.288970977526227	0.0877853720706635	0.00101285698494175	PWY.6969..TCA.cycle.V..2.oxoglutarate.ferredoxin.oxidoreductase.	0.00563081103691577
dum_predyes	-0.28822828743152	0.122937042842898	0.0193254846423525	PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type	0.0684408138847438
dum_predyes	-0.405042667737665	0.140981862897956	0.00416667926292116	PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type	0.0191594465670567
dum_predyes	-0.0940452141172087	0.0319313033146277	0.00326268869719535	PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II	0.0155692350369186
dum_predyes	-0.347963152822628	0.0881972248291254	8.25974430079632e-05	PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage	0.000641921169560287
dum_predyes	0.953340846014488	0.376318547126437	0.012720659091412	PWY.7200..superpathway.of.pyrimidine.deoxyribonucleoside.salvage	0.0491253815033868
dum_predyes	-0.327388792820229	0.111313442197138	0.00333014718285763	PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation	0.0158328682035113
dum_predyes	-0.174320033616417	0.0709093987813385	0.0140395227465591	PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis	0.0529878761724973
dum_predyes	-0.178358474576767	0.0754139916951969	0.0181212199833521	PWY.7237..myo...chiro..and.scillo.inositol.degradation	0.0650126715513493
dum_predyes	-0.407882066445915	0.157836952295053	0.0103477007608378	PWY.7399..methylphosphonate.degradation.II	0.0416943707952634
dum_predyes	-0.204819933011719	0.0807692716554409	0.0112901008913073	PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.	0.0448621744850815
dum_predyes	0.143464071291163	0.0303164194603986	2.3691941522757e-06	PWY.7663..gondoate.biosynthesis..anaerobic.	2.67989957420667e-05
dum_predyes	-0.448946494925182	0.158658270266732	0.00493843501320917	PWY.922..mevalonate.pathway.I	0.0219303350500073
dum_predyes	-0.335399577937677	0.0666358177250913	5.23767486382229e-07	PWY0.781..aspartate.superpathway	7.25693635737483e-06
dum_predyes	0.2048298194589	0.074378453081181	0.00594032255834495	PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage	0.0258122131524233
dum_predyes	0.187556438494772	0.0614822356064429	0.00231271852680273	PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.	0.0116047301039706
dum_predyes	0.187542571121701	0.061481934011229	0.00231433363896849	PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.	0.0116047301039706
dum_predyes	-0.196984044546577	0.0688135127066973	0.00424521055025042	PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.	0.019492180418955
dum_predyes	0.15176524899387	0.065286087186852	0.0201892687982776	PWY66.399..gluconeogenesis.III	0.0709431592144147
dum_predyes	-0.108500614765436	0.040256148664479	0.00708972970943252	PWY66.422..D.galactose.degradation.V..Leloir.pathway.	0.0300623572511374
dum_predyes	0.275515281985632	0.0727317670261372	0.000156094559488887	PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I	0.00112324080506923
dum_predyes	-0.248018615460643	0.0831743551827464	0.00289902857827417	PWY_TCA..TCA.cycle.I..prokaryotic.	0.0140892788904125
dum_predyes	-0.260827266143351	0.065894649948445	7.80265034940118e-05	TRPSYN.PWY..L.tryptophan.biosynthesis	0.000610113179548473
dum_predyes	-0.398673554944716	0.0890988054143484	8.07290273787724e-06	UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I	7.89544883868551e-05
mycofenolzuuryes	-0.0906549633013712	0.0195023874881344	3.55364600694731e-06	ARO.PWY..chorismate.biosynthesis.I	3.46480485677363e-05
mycofenolzuuryes	0.131721949195855	0.0258818684940966	3.91374097209711e-07	ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis	5.17360530256501e-06
mycofenolzuuryes	-0.316225000339586	0.0664245992366672	2.09009043416261e-06	CENTFERM.PWY..pyruvate.fermentation.to.butanoate	2.23060664916205e-05
mycofenolzuuryes	-0.0487733364149235	0.0179053026149629	0.00650402932514136	COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.	0.0266142858006756
mycofenolzuuryes	0.076699747177892	0.0305417573887421	0.0121032618398937	COA.PWY..coenzyme.A.biosynthesis.I	0.0451407368975492
mycofenolzuuryes	0.180320159481363	0.0434653395617937	3.47933205419939e-05	COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I	0.000268733739834129
mycofenolzuuryes	-0.0894959136687327	0.0174566570835311	3.2191081016339e-07	COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	4.38325969528513e-06
mycofenolzuuryes	-0.188911559556501	0.0432408073122667	1.31029000754997e-05	DAPLYSINESYN.PWY..L.lysine.biosynthesis.I	0.000112293179424976
mycofenolzuuryes	-0.0516224967450523	0.0235357363418624	0.0283906317392276	DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	0.0903182332973011
mycofenolzuuryes	0.100001850528458	0.0341359202894542	0.00343159074050044	DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I	0.0153764470201999
mycofenolzuuryes	-0.20690086597828	0.0942816566013931	0.0283208306591891	FUCCAT.PWY..fucose.degradation	0.0902184011368918
mycofenolzuuryes	0.254385039832868	0.0358759250043064	1.81833064937465e-12	GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation	7.18013315171813e-11
mycofenolzuuryes	0.264141620861409	0.0366192204485676	7.60655490092291e-13	GALACTUROCAT.PWY..D.galacturonate.degradation.I	3.04165910531841e-11
mycofenolzuuryes	0.249415451926081	0.0394929502224835	3.28100005705599e-10	GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation	9.42243561839987e-09
mycofenolzuuryes	-0.255443850962143	0.0681275389890922	0.000182190016890104	GLUCONEO.PWY..gluconeogenesis.I	0.00117696986371337
mycofenolzuuryes	0.233663971734543	0.0365629047935918	2.02940032935454e-10	GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronide.and.D.glucuronate.degradation	6.28517219650098e-09
mycofenolzuuryes	-0.378133042817831	0.0862070132798492	1.24317725876337e-05	GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol	0.000107300463399822
mycofenolzuuryes	-0.132753382810925	0.027748347527904	1.83661108109798e-06	HISTSYN.PWY..L.histidine.biosynthesis	2.0075620779199e-05
mycofenolzuuryes	-0.405049327478672	0.0509775073764536	3.12723358652411e-15	HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I	1.64648848330494e-13
mycofenolzuuryes	-0.230607263130763	0.0516119376334646	8.31292969809721e-06	HSERMETANA.PWY..L.methionine.biosynthesis.III	7.39733659613777e-05
mycofenolzuuryes	0.0373764805444633	0.0170213352665132	0.0282113008216068	ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.	0.0900196962580364
mycofenolzuuryes	-0.443054812590852	0.0828475073054273	9.96474749870728e-08	LACTOSECAT.PWY..lactose.and.galactose.degradation.I	1.65677038675875e-06
mycofenolzuuryes	-0.42167418480206	0.0505206960668444	1.25982532932729e-16	MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	7.80350630459785e-15
mycofenolzuuryes	-0.381576659246316	0.0464355119204274	3.60330945689032e-16	METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis	1.96256113350285e-14
mycofenolzuuryes	-0.0880124957198375	0.0220645113001865	6.86703641794475e-05	NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I	0.000494145057956434
mycofenolzuuryes	-0.420180005281626	0.0599956913056839	3.3590468372639e-12	OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.	1.29405231206301e-10
mycofenolzuuryes	-0.545389928350717	0.097140187862447	2.27368089804151e-08	P108.PWY..pyruvate.fermentation.to.propanoate.I	4.4612161223063e-07
mycofenolzuuryes	-0.301301763820392	0.137215449595155	0.0289710237570681	P124.PWY..Bifidobacterium.shunt	0.0911548446698985
mycofenolzuuryes	-0.244210322077599	0.058074166434947	2.73471813992188e-05	P162.PWY..L.glutamate.degradation.V..via.hydroxyglutarate.	0.000219821236743339
mycofenolzuuryes	-0.273971877505479	0.117111305027487	0.019633618673388	P23.PWY..reductive.TCA.cycle.I	0.0667627571466443
mycofenolzuuryes	-0.422414982793229	0.053179961056902	3.20643950238249e-15	P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I	1.66051514557808e-13
mycofenolzuuryes	-0.173784940962663	0.0733799547210251	0.017963624583756	P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate	0.062086531794404
mycofenolzuuryes	-0.254488041377343	0.05657987176103	7.24318170555187e-06	PENTOSE.P.PWY..pentose.phosphate.pathway	6.51886353499668e-05
mycofenolzuuryes	-0.0425385865273277	0.018623993918367	0.0224668940324532	PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	0.0741618790475649
mycofenolzuuryes	-0.120890847165528	0.0394394060368531	0.00220304700800563	PRPP.PWY..superpathway.of.histidine..purine..and.pyrimidine.biosynthesis	0.0105445840883179
mycofenolzuuryes	-1.14860710412851	0.519290498618898	0.0289517134030653	PWY.101..photosynthesis.light.reactions	0.0911548446698985
mycofenolzuuryes	-0.307292353091209	0.115426241578958	0.00791226324847109	PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type	0.0313355843041339
mycofenolzuuryes	-0.332357214394166	0.0629805971067808	1.44872266582298e-07	PWY.2941..L.lysine.biosynthesis.II	2.27687308524119e-06
mycofenolzuuryes	-0.475712597099144	0.119719335810379	7.37183363202628e-05	PWY.4702..phytate.degradation.I	0.000528064000988005
mycofenolzuuryes	-0.217775101052222	0.0522741647545515	3.2257382831266e-05	PWY.4981..L.proline.biosynthesis.II..from.arginine.	0.000251607586083875
mycofenolzuuryes	-0.258989850026681	0.0831719350064869	0.00188369022107262	PWY.5005..biotin.biosynthesis.II	0.00915473447441294
mycofenolzuuryes	0.233466490118673	0.0563899960344275	3.60804821082644e-05	PWY.5177..glutaryl.CoA.degradation	0.000276646220825261
mycofenolzuuryes	-0.20862623932657	0.0353131969300011	4.03453356002347e-09	PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.	9.58277557602567e-08
mycofenolzuuryes	-0.324892024409501	0.0432349093036134	8.41230087077906e-14	PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	3.7428814719424e-12
mycofenolzuuryes	-0.316655575351883	0.103731691753189	0.00230378444558417	PWY.5367..petroselinate.biosynthesis	0.0108946932089826
mycofenolzuuryes	-0.182992011424441	0.0852271356809924	0.0320467487149174	PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle	0.098959608201783
mycofenolzuuryes	-0.289499914698445	0.055498920217794	2.02475347182241e-07	PWY.5676..acetyl.CoA.fermentation.to.butanoate.II	3.04580772261285e-06
mycofenolzuuryes	-0.299299873547605	0.069877472679512	1.92805367518503e-05	PWY.5690..TCA.cycle.II..plants.and.fungi.	0.000160705054351175
mycofenolzuuryes	0.130933094076221	0.0193101357704426	1.55219939660863e-11	PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation	5.50943583582771e-10
mycofenolzuuryes	0.276544734526825	0.110353673037116	0.0124343021145384	PWY.5920..superpathway.of.heme.biosynthesis.from.glycine	0.0461032398824258
mycofenolzuuryes	-0.170796987028533	0.0792972355482054	0.031402695624445	PWY.6113..superpathway.of.mycolate.biosynthesis	0.0975428864086744
mycofenolzuuryes	-0.0604312456884936	0.0207261846649499	0.00358670356058003	PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I	0.0160260205769057
mycofenolzuuryes	-0.0741416748401199	0.021161282513971	0.000468569855488111	PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	0.00271101130675264
mycofenolzuuryes	0.0581400194630843	0.0214677451923083	0.006818960281367	PWY.6123..inosine.5..phosphate.biosynthesis.I	0.0276167891395364
mycofenolzuuryes	0.138942690725055	0.0279122068050396	6.95502801776416e-07	PWY.6124..inosine.5..phosphate.biosynthesis.II	8.32232329852917e-06
mycofenolzuuryes	0.0808526320048915	0.03039511242007	0.00787244028224408	PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II	0.0312425111201119
mycofenolzuuryes	0.0723962633407533	0.0249864578708221	0.00380155834931547	PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II	0.0167959759797029
mycofenolzuuryes	-0.235634732310143	0.0634174011167922	0.000208080421710937	PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I	0.0013225876301506
mycofenolzuuryes	-0.116189704513219	0.0213911404294066	6.23168354818189e-08	PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate	1.10594878251161e-06
mycofenolzuuryes	-0.0741416748401199	0.021161282513971	0.000468569855488111	PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	0.00271101130675264
mycofenolzuuryes	-0.204718346691156	0.0781539568772973	0.00889334258058412	PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.	0.0343448278876103
mycofenolzuuryes	-0.23801829840647	0.0926641627662358	0.0104136412547867	PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.	0.0396823796427881
mycofenolzuuryes	0.21933180250068	0.0373918095735378	5.18361046882887e-09	PWY.6305..putrescine.biosynthesis.IV	1.18659604862539e-07
mycofenolzuuryes	0.0635869897162655	0.0197661814302885	0.00131535143428355	PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.	0.0066696551860381
mycofenolzuuryes	-0.0492371849357924	0.0196127861783177	0.0121321445866842	PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	0.0451459777041661
mycofenolzuuryes	-0.0454716718667761	0.0188334162079693	0.0158458103953567	PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	0.0558670926773793
mycofenolzuuryes	0.268690613696038	0.0423811251276567	2.80919731707026e-10	PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation	8.37193804209902e-09
mycofenolzuuryes	0.0899018437665839	0.0311797118078346	0.00397494530675742	PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III	0.0173437185415009
mycofenolzuuryes	-0.32162766758797	0.0978868148135718	0.00105725272673853	PWY.6549..L.glutamine.biosynthesis.III	0.00560032173985041
mycofenolzuuryes	-0.314011317021679	0.0656344081161534	1.86186886883013e-06	PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation	2.02118342152385e-05
mycofenolzuuryes	-0.20777557960408	0.0784570143589187	0.00815955702266603	PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.	0.0320996770044857
mycofenolzuuryes	-0.148022959197422	0.0687634380594395	0.0314649928235924	PWY.6606..guanosine.nucleotides.degradation.II	0.0976403853926604
mycofenolzuuryes	0.0605664955039575	0.026446315103591	0.0221106563869399	PWY.6609..adenine.and.adenosine.salvage.III	0.0734464390392673
mycofenolzuuryes	0.0959175202564526	0.0260636786772134	0.000239015671214163	PWY.6897..thiamin.salvage.II	0.00150708683705697
mycofenolzuuryes	-0.165628677234937	0.0568658860080419	0.00362324010759284	PWY.6901..superpathway.of.glucose.and.xylose.degradation	0.0161208669012476
mycofenolzuuryes	-0.46988189954763	0.0623597556421745	7.22504984860378e-14	PWY.6936..seleno.amino.acid.biosynthesis	3.26056178167705e-12
mycofenolzuuryes	-0.29916022959312	0.0720308850926499	3.41618715735371e-05	PWY.6969..TCA.cycle.V..2.oxoglutarate.ferredoxin.oxidoreductase.	0.000264503314462754
mycofenolzuuryes	0.0380365357820346	0.0161871212078093	0.0188758181442357	PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.	0.064533235408702
mycofenolzuuryes	-0.221527701835368	0.102157837243433	0.0304522700449322	PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type	0.0950580247746451
mycofenolzuuryes	-0.381338209248898	0.118187821435104	0.00130071408862821	PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type	0.00662339658649452
mycofenolzuuryes	-0.0942313225402038	0.0261431059927756	0.000320134027031757	PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II	0.00194768444360187
mycofenolzuuryes	-0.343348385409719	0.0990409341564478	0.000544675008265713	PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation	0.00311144367289582
mycofenolzuuryes	0.0951187532623782	0.0310491951419232	0.00221563141100909	PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II	0.0105727788933198
mycofenolzuuryes	0.0783135795584178	0.020645533068278	0.000152907980526138	PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis	0.0010147821648783
mycofenolzuuryes	0.0951187532623782	0.0310491951419232	0.00221563141100909	PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II	0.0105727788933198
mycofenolzuuryes	0.0601496613946637	0.0220406552364326	0.00640519081370483	PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I	0.0262438362911719
mycofenolzuuryes	-0.131447572455363	0.0352855203339229	0.000200288656713516	PWY.7234..inosine.5..phosphate.biosynthesis.III	0.00127820579102625
mycofenolzuuryes	0.216383076057268	0.0405116710530707	1.02332825246916e-07	PWY.7242..D.fructuronate.degradation	1.67497095831611e-06
mycofenolzuuryes	0.124460069399719	0.0406999592262751	0.00225659001572151	PWY.7282..4.amino.2.methyl.5.phosphomethylpyrimidine.biosynthesis..yeast.	0.0107035553448412
mycofenolzuuryes	-0.175634165409726	0.0741989151812913	0.0180369919537759	PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis	0.0622719754994297
mycofenolzuuryes	0.0914980917145911	0.027751959773809	0.00099359615713182	PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast.	0.00532273304171347
mycofenolzuuryes	-0.332978374707395	0.107582601296243	0.00200126207955624	PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II	0.00965188841117275
mycofenolzuuryes	-0.131114217827453	0.0567502785444417	0.0209656864049845	PWY.7539..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.III..Chlamydia.	0.0704580886737723
mycofenolzuuryes	0.0721456091955124	0.0249291743819125	0.00384275931090088	PWY.7663..gondoate.biosynthesis..anaerobic.	0.0168835558597161
mycofenolzuuryes	-0.336720133249376	0.0805585930853886	3.06282014867621e-05	PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.	0.000240085579396232
mycofenolzuuryes	-0.220784165609887	0.0602545928283588	0.000254490971155346	PWY0.1261..anhydromuropeptides.recycling	0.00158567451258331
mycofenolzuuryes	-0.126286136357298	0.0350399658280096	0.00032060649277397	PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis	0.00194768444360187
mycofenolzuuryes	-0.444891980243949	0.0541205943118766	3.53898688659604e-16	PWY0.781..aspartate.superpathway	1.96134378504507e-14
