Factor	Estimate	SD	Pvalue	Taxa	FDR
tacrolimusyes	-1.23518044645734	0.335964344928416	0.000266502565709377	s__Alistipes_unclassified	0.00707678230623145
tacrolimusyes	1.73099994055698	0.495324736735792	0.00111382977468462	s__Anaerostipes_unclassified	0.0228172155069678
tacrolimusyes	-0.677775296495105	0.216189232782497	0.00182671369430046	s__Lachnospiraceae_bacterium_1_1_57FAA	0.0314581175624243
tacrolimusyes	0.729310576603539	0.154465423907419	2.5619912615887e-06	s__Roseburia_intestinalis	0.000163875941053763
ciclosporineyes	-2.06510265571594	0.630116550440116	0.00138286773313026	s__Coriobacteriaceae_bacterium_phI	0.0212437094865355
ciclosporineyes	-0.979947170410934	0.280669166121297	0.000504352278601401	s__Bacteroides_fragilis	0.00955039320354612
ciclosporineyes	-0.565347091287508	0.205321241398223	0.00596540676360197	s__Bacteroides_thetaiotaomicron	0.0644263930469013
ciclosporineyes	-0.717005185650725	0.205682380435032	0.000519366753728882	s__Clostridium_asparagiforme	0.00964074536609237
ciclosporineyes	-2.42825936286414	0.862840007375298	0.00547649497393879	s__Catenibacterium_mitsuokai	0.0613780757456536
azathioprineyes	0.985636614682897	0.224160809223457	1.17779539005556e-05	s__Bifidobacterium_adolescentis	0.000390635471035093
azathioprineyes	-0.621342478779491	0.181051615816555	0.000615462545948653	s__Parabacteroides_distasonis	0.011356355532575
azathioprineyes	-0.832923962147948	0.245032640064523	0.000703724910428311	s__Paraprevotella_unclassified	0.012478923906704
azathioprineyes	-0.482784858961495	0.173050895907956	0.00538104151729552	s__Pseudoflavonifractor_capillosus	0.0602340334842267
azathioprineyes	-0.466951803103453	0.170303688748906	0.00617541524861125	s__Eubacterium_eligens	0.0662285551512739
azathioprineyes	1.27710378957985	0.247953601324184	3.84280662512531e-07	s__Lachnospiraceae_bacterium_1_1_57FAA	1.96641904731412e-05
azathioprineyes	-0.524604049208262	0.178466383000633	0.00333382876320916	s__Roseburia_inulinivorans	0.0427868708262406
azathioprineyes	-1.05284672012789	0.342538609274768	0.00221745243610214	s__Ruminococcaceae_bacterium_D16	0.031027010258273
azathioprineyes	0.581085105710005	0.215398368445369	0.00708522465092659	s__Ruminococcus_bromii	0.072512213427483
azathioprineyes	-1.08597965994299	0.34928591533617	0.00197970314390017	s__Phascolarctobacterium_succinatutens	0.0279184907931118
TypeMoreThan12MonthsYes	0.824614382426979	0.223454981106239	0.000263321913980078	s__Actinomyces_odontolyticus	0.00499057722686053
TypeMoreThan12MonthsYes	0.826643195526647	0.231442235832376	0.000392901089355973	s__Bifidobacterium_bifidum	0.00657884739673884
TypeMoreThan12MonthsYes	0.920098672100176	0.302076095650728	0.00260034860700317	s__Bifidobacterium_catenulatum	0.0318442690949927
TypeMoreThan12MonthsYes	0.999693556451098	0.101637825972844	2.90353701018747e-22	s__Bifidobacterium_longum	1.54081030673949e-19
TypeMoreThan12MonthsYes	0.921090989719505	0.119402311326944	3.26625925852632e-14	s__Adlercreutzia_equolifaciens	5.19988473957391e-12
TypeMoreThan12MonthsYes	0.647747590193923	0.0875389952048649	2.09842018130381e-13	s__Collinsella_aerofaciens	3.03698629875969e-11
TypeMoreThan12MonthsYes	1.69756585863183	0.446815469903291	0.000303435977748279	s__Collinsella_intestinalis	0.00542775366938494
TypeMoreThan12MonthsYes	1.68017453703585	0.450528022017918	0.000297504694124051	s__Coriobacteriaceae_bacterium_phI	0.0053931000841855
TypeMoreThan12MonthsYes	0.985025532449662	0.208080125712239	3.04776221825677e-06	s__Eggerthella_lenta	0.000105479075031843
TypeMoreThan12MonthsYes	1.6450011882718	0.158622071106036	8.04701772583548e-24	s__Eggerthella_unclassified	6.40542610976505e-21
TypeMoreThan12MonthsYes	0.878539062547263	0.166594583671019	2.07505254833281e-07	s__Gordonibacter_pamelaeae	9.43852473413094e-06
TypeMoreThan12MonthsYes	1.70218754256093	0.393813598159296	3.47185155814834e-05	s__Slackia_piriformis	0.000906096341077404
TypeMoreThan12MonthsYes	-1.81740752139303	0.491917332235614	0.000313601907167363	s__Bacteroides_coprophilus	0.00554726929122712
TypeMoreThan12MonthsYes	-0.371186777814576	0.135696938252409	0.00628958378372805	s__Bacteroides_dorei	0.0603193818294883
TypeMoreThan12MonthsYes	-1.10303776470978	0.27325025261047	6.05380049364238e-05	s__Bacteroides_eggerthii	0.00146025005846646
TypeMoreThan12MonthsYes	-0.688937575595383	0.181588672614111	0.000159642030567322	s__Bacteroides_massiliensis	0.00334408042977864
TypeMoreThan12MonthsYes	-1.36179055201226	0.419451862862149	0.0012953808418652	s__Bacteroides_plebeius	0.0184129133950839
TypeMoreThan12MonthsYes	-1.01342894100303	0.199096291641764	4.08801301962059e-07	s__Bacteroides_stercoris	1.75895046682054e-05
TypeMoreThan12MonthsYes	-0.309364593352099	0.100926801877045	0.00220341962270688	s__Bacteroides_uniformis	0.0285190572304826
TypeMoreThan12MonthsYes	-0.442646075643415	0.11747101701559	0.000169260975150004	s__Bacteroides_vulgatus	0.00347697823455812
TypeMoreThan12MonthsYes	-0.792713331869807	0.1115747029414	1.79138050028403e-12	s__Bacteroidales_bacterium_ph8	1.78242359778261e-10
TypeMoreThan12MonthsYes	-0.356609717095434	0.100456909840141	0.000396714415883749	s__Barnesiella_intestinihominis	0.00657884739673884
TypeMoreThan12MonthsYes	-0.470035245328101	0.0684599975700038	1.17524684081617e-11	s__Odoribacter_splanchnicus	1.10058410034079e-09
TypeMoreThan12MonthsYes	-0.550342753202308	0.102198613507115	1.35169013709588e-07	s__Odoribacter_unclassified	6.72465843205202e-06
TypeMoreThan12MonthsYes	-0.79972243872	0.110571531587729	7.46070522403901e-13	s__Parabacteroides_distasonis	8.48388765476436e-11
TypeMoreThan12MonthsYes	-0.838003447450299	0.102386876652086	6.06570335307151e-16	s__Parabacteroides_merdae	1.17366627382644e-13
TypeMoreThan12MonthsYes	-0.677359424282882	0.120022921309636	2.16658945618185e-08	s__Parabacteroides_unclassified	1.27748533860796e-06
TypeMoreThan12MonthsYes	-0.936640227780395	0.111276040342727	1.60677027543773e-16	s__Paraprevotella_clara	3.65425468356695e-14
TypeMoreThan12MonthsYes	-0.901646754303604	0.138258727023934	1.12695689194037e-10	s__Paraprevotella_unclassified	8.15506987258664e-09
TypeMoreThan12MonthsYes	-1.38037803694655	0.231854275012205	3.29194528123818e-09	s__Prevotella_copri	2.09631075509247e-07
TypeMoreThan12MonthsYes	-0.59618745823895	0.123818032544877	1.61830459570078e-06	s__Alistipes_finegoldii	5.85532026444464e-05
TypeMoreThan12MonthsYes	-1.66464489208645	0.142186799701595	1.27277703476204e-30	s__Alistipes_putredinis	2.02626103934117e-27
TypeMoreThan12MonthsYes	-1.20345262452002	0.147139333936507	6.63504803042586e-16	s__Alistipes_senegalensis	1.17366627382644e-13
TypeMoreThan12MonthsYes	-1.33183860833622	0.141486771861693	1.47671988835055e-20	s__Alistipes_shahii	4.70187612450814e-18
TypeMoreThan12MonthsYes	0.22311822574448	0.0835995554985839	0.00781165707196629	s__Alistipes_sp_AP11	0.0698660565088221
TypeMoreThan12MonthsYes	-1.61420032170353	0.311623538332261	3.42084996460095e-07	s__Alistipes_unclassified	1.51277587323464e-05
TypeMoreThan12MonthsYes	0.407424959423856	0.144065121595982	0.00479767036875882	s__Streptococcus_salivarius	0.0492767175939615
TypeMoreThan12MonthsYes	1.04283632917097	0.344130964838748	0.00345287986052807	s__Streptococcus_vestibularis	0.0395466527910841
TypeMoreThan12MonthsYes	0.961457427006537	0.144190097138035	5.08281046584757e-11	s__Clostridium_asparagiforme	4.25886013769965e-09
TypeMoreThan12MonthsYes	0.653342480238553	0.212856744465158	0.00225166952821991	s__Clostridium_bolteae	0.0287505717962468
TypeMoreThan12MonthsYes	0.38491386711956	0.130851952079267	0.00336266908392912	s__Clostridium_leptum	0.0387925303015591
TypeMoreThan12MonthsYes	0.799840531668855	0.120720064208061	5.87036250113349e-11	s__Flavonifractor_plautii	4.67280855090226e-09
TypeMoreThan12MonthsYes	0.327844858729261	0.107102821548902	0.0022689914158028	s__Pseudoflavonifractor_capillosus	0.0287505717962468
TypeMoreThan12MonthsYes	0.391294079326111	0.0977306169860573	6.51190766335143e-05	s__Eubacterium_eligens	0.00152455250000816
TypeMoreThan12MonthsYes	0.991035837702527	0.111937822174721	3.81588790733328e-18	s__Eubacterium_hallii	1.0124822580791e-15
TypeMoreThan12MonthsYes	0.663792057686139	0.131918127206219	6.04910934376781e-07	s__Eubacterium_ramulus	2.40754551881959e-05
TypeMoreThan12MonthsYes	-0.628550828860896	0.158288879766474	7.54515474448619e-05	s__Eubacterium_siraeum	0.001715983764746
TypeMoreThan12MonthsYes	0.405535131407016	0.139562709112269	0.0038017949073097	s__Eubacterium_ventriosum	0.0420309548085906
TypeMoreThan12MonthsYes	0.502906810796303	0.0906226725486284	3.37062550711847e-08	s__Ruminococcus_obeum	1.85035717494228e-06
TypeMoreThan12MonthsYes	0.404616506324327	0.0795569507916517	4.21246317889447e-07	s__Ruminococcus_torques	1.76480036336842e-05
TypeMoreThan12MonthsYes	-1.83447103625013	0.437104796140702	3.62329576818523e-05	s__Butyrivibrio_crossotus	0.000930368848863047
TypeMoreThan12MonthsYes	0.35931587920959	0.0975786985822081	0.000241958355549026	s__Coprococcus_catus	0.00472375786348272
TypeMoreThan12MonthsYes	0.525812005780859	0.0945886663916771	3.27694092922899e-08	s__Coprococcus_comes	1.85035717494228e-06
TypeMoreThan12MonthsYes	0.516952678865567	0.136520254445001	0.000200818046904661	s__Coprococcus_sp_ART55_1	0.00404686494521799
TypeMoreThan12MonthsYes	0.760395228541973	0.103102041949966	3.45052811599361e-13	s__Dorea_formicigenerans	4.57770063388486e-11
TypeMoreThan12MonthsYes	0.393663309290255	0.100185046041257	8.94536836387209e-05	s__Dorea_longicatena	0.00200577837116681
TypeMoreThan12MonthsYes	1.04543315206092	0.196982001103477	1.72481346471017e-07	s__Lachnospiraceae_bacterium_1_1_57FAA	8.07618539946644e-06
TypeMoreThan12MonthsYes	-0.472188038779102	0.13112292284729	0.000336035656115157	s__Lachnospiraceae_bacterium_3_1_46FAA	0.00581487787538402
TypeMoreThan12MonthsYes	0.567208957034503	0.180376157481346	0.00178427980400813	s__Lachnospiraceae_bacterium_5_1_63FAA	0.0234758136196772
TypeMoreThan12MonthsYes	-0.43283572473501	0.0788457536205653	4.58165480691868e-08	s__Lachnospiraceae_bacterium_7_1_58FAA	2.43133148420485e-06
TypeMoreThan12MonthsYes	0.57944338072809	0.119121913375623	1.27082297457686e-06	s__Roseburia_intestinalis	4.93451262323504e-05
TypeMoreThan12MonthsYes	0.392187650391408	0.0684918007894122	1.17968745388172e-08	s__Oscillibacter_unclassified	7.22331702530653e-07
TypeMoreThan12MonthsYes	-0.398764463827378	0.138273846592123	0.00436268964458569	s__Peptostreptococcaceae_noname_unclassified	0.0469283913120298
TypeMoreThan12MonthsYes	1.15211973247795	0.173443668798831	7.74447958736066e-11	s__Anaerotruncus_colihominis	5.87105309670389e-09
TypeMoreThan12MonthsYes	-0.373503204888568	0.12638135790253	0.00334159557522649	s__Anaerotruncus_unclassified	0.0387925303015591
TypeMoreThan12MonthsYes	-0.575358860031952	0.0789057746497904	4.33510148372636e-13	s__Faecalibacterium_prausnitzii	5.30883197084028e-11
TypeMoreThan12MonthsYes	0.882660710130224	0.220648903797354	7.1741500828062e-05	s__Ruminococcaceae_bacterium_D16	0.00165525317852572
TypeMoreThan12MonthsYes	0.679574749899545	0.128648365103824	1.52764650914593e-07	s__Ruminococcus_bromii	7.36973709866763e-06
TypeMoreThan12MonthsYes	-0.229930366450588	0.0625565656486171	0.000243309136184411	s__Subdoligranulum_unclassified	0.00472375786348272
TypeMoreThan12MonthsYes	0.872769650575597	0.204486155728164	2.35336563869905e-05	s__Eubacterium_biforme	0.000645958292553256
TypeMoreThan12MonthsYes	1.67230993189573	0.475116560297048	0.00107310987119674	s__Eubacterium_cylindroides	0.0156991061369812
TypeMoreThan12MonthsYes	0.508046163850615	0.116513459238624	1.49323974806494e-05	s__Holdemania_filiformis	0.000439077193862583
TypeMoreThan12MonthsYes	0.402878904780881	0.113191380247718	0.000396336114707178	s__Holdemania_unclassified	0.00657884739673884
TypeMoreThan12MonthsYes	-1.16571063747027	0.376726754889957	0.00227548495372305	s__Mitsuokella_unclassified	0.0287505717962468
TypeMoreThan12MonthsYes	0.606650760984602	0.17830687144766	0.000715540317738992	s__Veillonella_parvula	0.0110596134547619
TypeMoreThan12MonthsYes	-0.537500446370757	0.166980209198836	0.00136390064680508	s__Oxalobacter_formigenes	0.0190467528922254
TypeMoreThan12MonthsYes	-1.26389583995927	0.209122161577756	1.99495877170268e-09	s__Sutterella_wadsworthensis	1.38085841936986e-07
TypeMoreThan12MonthsYes	0.421220583916022	0.0968036487795222	1.43741646917869e-05	s__Bilophila_unclassified	0.000431767362062732
TypeMoreThan12MonthsYes	0.644795927304196	0.142983346658142	7.0427953792453e-06	s__Escherichia_coli	0.000233586046744969
TypeMoreThan12MonthsYes	1.24025191709589	0.126337482396869	4.06312374203964e-22	s__Escherichia_unclassified	1.61712324933178e-19
TypeMoreThan12MonthsYes	1.59579651488127	0.536031077225392	0.00375843701255669	s__Klebsiella_oxytoca	0.0418421798880437
TypeMoreThan12MonthsYes	0.939411773260368	0.335519893535479	0.00547455700375022	s__Klebsiella_unclassified	0.0548144323897507
TypeMoreThan12MonthsYes	-0.617411115641272	0.182985300528579	0.000786602496842414	s__Haemophilus_parainfluenzae	0.0119263921426012
TypeMoreThan12MonthsYes	-0.60339795155981	0.202421899856654	0.00433293500902529	s__Pseudomonas_unclassified	0.0469253913902603
